js/app-boot-imports.test.mjs	real_hf_specialty_stays_in_hf	0.86
js/app-runtimes.mjs	real_hf_specialty_stays_in_hf	0.63
js/app-shell-deferred.mjs	real_hf_specialty_stays_in_hf	0.58
js/app-shell-expediente-shortcuts.mjs	real_hf_specialty_stays_in_hf	0.19
js/app-shell-expediente-shortcuts.test.mjs	real_hf_specialty_stays_in_hf	0.39
js/app-shell-keyboard.mjs	bug_fix_belongs_in_core	0.27
js/app-shell-keyboard.test.mjs	real_hf_specialty_stays_in_hf	0.25
js/app-shell-lazy-panels.mjs	bug_fix_belongs_in_core	0.43
js/app-shell-modals.mjs	real_hf_specialty_stays_in_hf	0.76
js/app-shell-tab-shortcuts.mjs	real_hf_specialty_stays_in_hf	0.14
js/app-shell.mjs	real_hf_specialty_stays_in_hf	0.50
js/app-state.mjs	real_hf_specialty_stays_in_hf	0.45
js/app.js	real_hf_specialty_stays_in_hf	0.46
js/censo-build.mjs	real_hf_specialty_stays_in_hf	0.45
js/censo-build.test.mjs	needs_human_review	0.26
js/censo-header-format.mjs	real_hf_specialty_stays_in_hf	0.85
js/censo-header-format.test.mjs	real_hf_specialty_stays_in_hf	0.62
js/censo-meds-format.mjs	real_hf_specialty_stays_in_hf	0.43
js/censo-meds-format.test.mjs	real_hf_specialty_stays_in_hf	0.21
js/censo-table-style.mjs	real_hf_specialty_stays_in_hf	0.39
js/clinical-access-runtime/bootstrap-apply.mjs	bug_fix_belongs_in_core	0.07
js/clinical-access-runtime/bootstrap-rank.mjs	real_hf_specialty_stays_in_hf	0.78
js/clinical-access-runtime/lifecycle.mjs	real_hf_specialty_stays_in_hf	0.70
js/clinical-access-runtime/mobile.mjs	real_hf_specialty_stays_in_hf	0.74
js/clinical-access-runtime/mobile.test.mjs	real_hf_specialty_stays_in_hf	0.49
js/clinical-access-runtime/patient-scope-prune.mjs	bug_fix_belongs_in_core	0.12
js/clinical-access-runtime/patient-scope-prune.test.mjs	real_hf_specialty_stays_in_hf	0.68
js/clinical-access-runtime/scope-evaluate.mjs	real_hf_specialty_stays_in_hf	0.43
js/clinical-access-runtime/scope-ops-user.mjs	real_hf_specialty_stays_in_hf	0.58
js/clinical-access-runtime/scope-ops.mjs	real_hf_specialty_stays_in_hf	0.09
js/clinical-access-runtime/scope-ops.test.mjs	real_hf_specialty_stays_in_hf	0.29
js/clinical-access-runtime/session-user.mjs	real_hf_specialty_stays_in_hf	0.14
js/clinical-access-runtime/state.mjs	real_hf_specialty_stays_in_hf	0.75
js/clinical-access-runtime.mjs	real_hf_specialty_stays_in_hf	0.62
js/clinical-access-runtime.test.mjs	real_hf_specialty_stays_in_hf	0.50
js/clinical-onboarding-early-boot.js	real_hf_specialty_stays_in_hf	0.88
js/clinical-ops-bundle-merge.mjs	real_hf_specialty_stays_in_hf	0.20
js/clinical-ops-sync.mjs	needs_human_review	0.12
js/clinical-privileges-mobile.test.mjs	real_hf_specialty_stays_in_hf	0.18
js/clinical-privileges.mjs	real_hf_specialty_stays_in_hf	0.34
js/clinical-repo-flag.mjs	real_hf_specialty_stays_in_hf	0.24
js/clinical-repo-flag.test.mjs	real_hf_specialty_stays_in_hf	0.36
js/clinical-repo-persist.mjs	bug_fix_belongs_in_core	0.09
js/clinical-repo-persist.test.mjs	bug_fix_belongs_in_core	0.07
js/clinical-scope-from-ops.mjs	real_hf_specialty_stays_in_hf	0.38
js/clinical-scope-from-ops.test.mjs	real_hf_specialty_stays_in_hf	0.58
js/clinical-session-context.mjs	real_hf_specialty_stays_in_hf	0.30
js/clinical-settings.mjs	real_hf_specialty_stays_in_hf	0.29
js/clinical-settings.test.mjs	needs_human_review	0.18
